status,META_requiredChecksPassing,GEOM_requiredChecksPassing,META_canonicalNameInMeta,META_licenseImageInZip,META_yearValid,META_isoValid,META_boundaryTypeValid,META_sourceExists,META_releaseTypeValid,META_releaseTypeCorrectFolder,META_licenseValid,META_licenseSourceExists,META_dataSourceExists,GEOM_boundaryNamesColumnExists,GEOM_boundaryNamesFilledIn,GEOM_boundaryISOColumnExists,GEOM_boundaryISOsFilledIn,GEOM_Topology,GEOM_Projection,boundaryID,boundaryISO,boundaryYear,boundaryType,boundarySource_1,boundarySource_2,boundaryCanonical,boundaryLicense,licenseDetail,licenseSource,boundarySourceURL,downloadURL
FAIL,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,BIH-ADM2-dev,BIH,2014.0,ADM2,Codrina Maria Ille,Datahub,,Creative Commons Attribution 4.0 International (CC BY 4.0),Creative Commons Attribution 4.0 International (CC BY 4.0),https//old.datahub.io/dataset/bosnia-and-herzegovina-municipalities/resource/7a0be509-53e2-41d1-840a-b6391cc012d0,https//old.datahub.io/dataset/bosnia-and-herzegovina-municipalities,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/ZMB_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,RUS-ADM1-dev,RUS,2017.0,ADM1,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/RUS_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,DJI-ADM0-dev,DJI,2017.0,ADM0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/DJI_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,BRB-ADM0-dev,BRB,2017.0,ADM0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/BRB_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,RWA-ADM2-dev,RWA,2012.0,ADM2,Open Data Rwanda,nan,,Creative Commons Attribution 4.0 International (CC BY 4.0),nan,http//www.statistics.gov.rw/terms-use,http//geodata-nisr.opendata.arcgis.com/datasets/c0a3d1deab694f7998bc4b966be12cbb_0,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/RWA_ADM2.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,PAK-ADM1-dev,PAK,2017.0,ADM1,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/PAK_ADM1.zip
FAIL,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,PAK-ADM1-dev,PAK,2017.0,ADM1,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/GIN_ADM2.zip
FAIL,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,PAK-ADM1-dev,PAK,2017.0,ADM1,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/PHL_ADM3.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,LCA-ADM1-dev,LCA,2008.0,ADM1,"OpenStreetMap, digitized from https//en.wikipedia.org/wiki/Quarters_of_Saint_Lucia#/media/File",nan,,Creative Commons Attribution-ShareAlike 3.0 Unported,Photo is public domain; shapefile digitized from photo Sainte-Lucie_-_districts_numÃÂÃÂ©rotÃÂÃÂ©s.png,https//commons.wikimedia.org/wiki/File,https//en.wikipedia.org/wiki/Quarters_of_Saint_Lucia#/media/File,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/LCA_ADM1.zip
PASS,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,MRT-ADM1-dev,MRT,2015,ADM1,Princeton University Library,,Wilya,Creative Commons Attribution-ShareAlike 3.0 Unported,,https//maps.princeton.edu/catalog/stanford-nw291zj7245/metadata,METADATA ERROR,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/MRT_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,MOZ-ADM1-dev,MOZ,2017.0,ADM1,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/MOZ_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,MHL-ADM1-dev,MHL,2017.0,ADM1,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/MHL_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,BTN-ADM1-dev,BTN,2017.0,ADM1,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/BTN_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,POL-ADM1-dev,POL,2017.0,ADM1,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/POL_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,MDV-ADM0-dev,MDV,2017.0,ADM0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/MDV_ADM0.zip
FAIL,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,MDV-ADM0-dev,MDV,2017.0,ADM0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/TLS_ADM2.zip
FAIL,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,MDV-ADM0-dev,MDV,2017.0,ADM0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/PHL_ADM2.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,IND-ADM2-dev,IND,2011.0,ADM2,Datameet Group of India,nan,,Creative Commons Attribution 2.5 India (CC BY 2.5 IN),nan,http//projects.datameet.org/maps/districts/,http//projects.datameet.org/maps/districts/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/IND_ADM2.zip
FAIL,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,IND-ADM2-dev,IND,2011.0,ADM2,Datameet Group of India,nan,,Creative Commons Attribution 2.5 India (CC BY 2.5 IN),nan,http//projects.datameet.org/maps/districts/,http//projects.datameet.org/maps/districts/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/GIN_ADM3.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,ECU-ADM2-dev,ECU,2017.0,ADM2,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/ECU_ADM2.zip
FAIL,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,ECU-ADM2-dev,ECU,2017.0,ADM2,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/SLE_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,HRV-ADM0-dev,HRV,2017.0,ADM0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/HRV_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,FRA-ADM2-dev,FRA,2017.0,ADM2,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,nan,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/FRA_ADM2.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,AZE-ADM2-dev,AZE,2020.0,ADM2,Wikipedia,nan,,Creative Commons Attribution-ShareAlike 3.0 Unported,Creative Commons Attribution-ShareAlike 3.0 Unported,https//en.wikipedia.org/wiki/Administrative_divisions_of_Azerbaijan,https//en.wikipedia.org/wiki/Administrative_divisions_of_Azerbaijan#/media/File,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/AZE_ADM2.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,SMR-ADM1-dev,SMR,2017.0,ADM1,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/SMR_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,LAO-ADM0-dev,LAO,2017.0,ADM0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/LAO_ADM0.zip
FAIL,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,LAO-ADM0-dev,LAO,2017.0,ADM0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/PNG_ADM2.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,NOR-ADM1-dev,NOR,2017.0,ADM1,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/NOR_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,KAZ-ADM0-dev,KAZ,2017.0,ADM0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/KAZ_ADM0.zip
FAIL,False,True,False,False,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,AGO-ADM1-dev,AGO,2017.0,ADM1,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,nan,nan,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/AGO_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,WSM-ADM1-dev,WSM,2018.0,ADM1,Wikipedia,nan,,Creative Commons Attribution-ShareAlike 3.0 Unported,nan,https//en.wikipedia.org/wiki/File,https//en.wikipedia.org/wiki/File,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/WSM_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,BGR-ADM0-dev,BGR,2017.0,ADM0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/BGR_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,LTU-ADM3-dev,LTU,2017.0,ADM3,digitized from https//commons.wikimedia.org/wiki/File,nan,,Public Domain,Photo is public domain; shapefile digitized from photo Vilniaus_seniunijos_numeracija.png,https//commons.wikimedia.org/wiki/File,https//commons.wikimedia.org/wiki/File,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/LTU_ADM3.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,PNG-ADM0-dev,PNG,2017.0,ADM0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/PNG_ADM0.zip
FAIL,False,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,BFA-ADM0-dev,BFA,2017.0,ADM0,"Second Administrative Level Boundaries Project (SALB), Institut GÃÂÃÂ©ographique du Burkina Faso (IGB)",United Nations Office for the Coordination of Humanitarian Affairs Regional Office for West and Central Africa (Regional Office for West and Central Africa (ROWCA)),,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),Creative Commons Attribution for Intergovernmental Organizations,https//data.humdata.org/dataset/burkina-faso-administrative-boundaries,https//data.humdata.org/dataset/burkina-faso-administrative-boundaries,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/BFA_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,KWT-ADM2-dev,KWT,2011.0,ADM2,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/relation/305099#map=9/29.3171/47.7787,https//www.openstreetmap.org/relation/305099#map=9/29.3171/47.7787,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/KWT_ADM2.zip
FAIL,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,KWT-ADM2-dev,KWT,2011.0,ADM2,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/relation/305099#map=9/29.3171/47.7787,https//www.openstreetmap.org/relation/305099#map=9/29.3171/47.7787,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/TUR_ADM2.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,BEN-ADM0-dev,BEN,2017.0,ADM0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/BEN_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,UZB-ADM0-dev,UZB,2017.0,ADM0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/UZB_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,SOM-ADM2-dev,SOM,2015.0,ADM2,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/SOM_ADM2.zip
FAIL,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,SOM-ADM2-dev,SOM,2015.0,ADM2,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/SLV_ADM2.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,MMR-ADM3-dev,MMR,2014.0,ADM3,OpenStreetMap,nan,,Open Data Commons Open Database License 1.0,nan,https//www.openstreetmap.org/copyright,http//geonode.themimu.info/layers/?limit=5&offset=10,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/MMR_ADM3.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,PRT-ADM3-dev,PRT,2016.0,ADM3,DG Territory,nan,,Open Data Commons Open Database License 1.0,Open data noted on source page,https//snig.dgterritorio.gov.pt/rndg/srv/por/catalog.search#/metadata/5e3debf1-6cde-4ff2-8301-a86799231909,https//snig.dgterritorio.gov.pt/rndg/srv/por/catalog.search#/metadata/5e3debf1-6cde-4ff2-8301-a86799231909,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/PRT_ADM3.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,CHL-ADM1-dev,CHL,2017.0,ADM1,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/CHL_ADM1.zip
FAIL,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,CHL-ADM1-dev,CHL,2017.0,ADM1,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/AGO_ADM2.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,ETH-ADM2-dev,ETH,2016.0,ADM2,Open Africa,Code for Ethiopia,,Open Data Commons Open Database License 1.0,http//opendefinition.org/licenses/cc-by/,https//africaopendata.org/dataset/ethiopia-shapefiles,https//africaopendata.org/dataset/ethiopia-shapefiles,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/ETH_ADM2.zip
FAIL,False,True,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,GRL-ADM1-dev,GRL,2020.0,ADM1,Wikipedia,IFAD,,Creative Commons Attribution-ShareAlike 3.0 Germany,Creative Commons Attribution-ShareAlike 3.0 Germany,https//creativecommons.org/licenses/by-sa/3.0/de/legalcode,https//en.wikipedia.org/wiki/Qeqertalik#/media/File,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/GRL_ADM1.zip
FAIL,False,True,False,False,True,False,True,True,True,True,True,True,True,True,True,False,False,True,True,IRN-ADM1-dev,IRN,2017.0,ADM1,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/IRN_ADM1.zip
FAIL,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,IRN-ADM1-dev,IRN,2017.0,ADM1,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/FRA_ADM5.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,LBY-ADM1-dev,LBY,2007.0,ADM1,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/LBY_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,XKX-ADM1-dev,XKX,2017.0,ADM1,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/XKX_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,NOR-ADM2-dev,NOR,2013.0,ADM2,Geonorge,Mapping Authority of Norway,,Creative Commons Attribution 4.0 International (CC BY 4.0),nan,https//kartkatalog.geonorge.no/metadata/kartverket/administrative-enheter/041f1e6e-bdbc-4091-b48f-8a5990f3cc5b,https//kartkatalog.geonorge.no/metadata/kartverket/administrative-enheter/041f1e6e-bdbc-4091-b48f-8a5990f3cc5b,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/NOR_ADM2.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,UGA-ADM0-dev,UGA,2017.0,ADM0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/UGA_ADM0.zip
FAIL,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,VUT-ADM2-dev,VUT,2014.0,ADM2,POPGIS,nan,,Other - Direct Permission,Granted to redistribute in email,https//twitter.com/WMgeoLab/status/1196561929726128128/photo/1,http//prism.spc.int/regional-data-and-tools/popgis2,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/VUT_ADM2.zip
FAIL,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,SLB-ADM3-dev,SLB,2014.0,ADM3,POPGIS,nan,,Other - Direct Permission,Granted to redistribute in email,https//twitter.com/WMgeoLab/status/1196550630023651328/photo/2,http//prism.spc.int/regional-data-and-tools/popgis2,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/SLB_ADM3.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,ATG-ADM0-dev,ATG,2017.0,ADM0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/ATG_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,BHR-ADM0-dev,BHR,2017.0,ADM0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/BHR_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,AND-ADM1-dev,AND,2017.0,ADM1,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/AND_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,PLW-ADM1-dev,PLW,2017.0,ADM1,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/PLW_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,DEU-ADM1-dev,DEU,2017.0,ADM1,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/DEU_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,FJI-ADM1-dev,FJI,2017.0,ADM1,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/FJI_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,POL-ADM3-dev,POL,2017.0,ADM3,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/POL_ADM3.zip
FAIL,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,POL-ADM3-dev,POL,2017.0,ADM3,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/LKA_ADM4.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,FIN-ADM1-dev,FIN,2017.0,ADM1,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/FIN_ADM1.zip
FAIL,False,True,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,MDA-ADM1-dev,MDA,2017.0,ADM1,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/MDA_ADM1.zip
